id,collection,dc.title[en_US],dc.content.language[en_US],dc.content.languagecode[en_US],dc.subject.language[en_US],dc.subject.languagecode[en_US],dc.language.iso[en_US],dc.description.region[en_US],dc.coverage.iso3166,dc.coverage.spatial[en_US],dc.description[en_US],dc.contributor.depositor[en_US],dc.contributor.speaker[en_US],dc.contributor.researcher[en_US],dc.contributor.consultant[en_US],dc.contributor.recorder[en_US],dc.date.begin[en_US],dc.date.finish[en_US],dc.date.issued[en_US],dc.type.linguistictype[en_US],dc.format[en_US],dc.format.extent[en_US],dc.identifier.uri,dc.type.dcmi[en_US]
+,123456789/3,JV1-065,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; palatogram 'lie down'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:23,http://hdl.handle.net/10125/27551,image
+,123456789/3,JV1-066,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; palatogram 'dirty'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:22,http://hdl.handle.net/10125/27552,image
+,123456789/3,JV1-067,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; palatogram 'garlic'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:21,http://hdl.handle.net/10125/27553,image
+,123456789/3,JV1-068,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 2; palatogram 'cut'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:00:22,http://hdl.handle.net/10125/27554,image
+,123456789/3,JV1-069,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"ultrasound 1; ultrasound - testing, uvularized words (quality not great). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:01:12,http://hdl.handle.net/10125/27555,image
+,123456789/3,JV1-070,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"ultrasound 1; ultrasound - testing, uvularized words (quality not great). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-01-28,2013-01-28,2013-01-28,lexicon,digital video file,0:02:25,http://hdl.handle.net/10125/27556,image
+,123456789/3,JV1-071,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"sentence list 7; sentences (mostly targeting alignment, tense). ","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-01-31,2013-01-31,2013-01-31,lexicon,48 kHz/24 bit,1:44:05,http://hdl.handle.net/10125/27557,sound
+,123456789/3,JV1-072,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"sentence list 8; sentences (mostly targeting tense, aspect, mood, etc.). ","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-02-04,2013-02-04,2013-02-04,lexicon,48 kHz/24 bit,1:21:48,http://hdl.handle.net/10125/27558,sound
+,123456789/3,JV1-073,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,text 1; North Wind and Sun.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-06,2013-02-06,2013-02-06,primary_text,48 kHz/24 bit,0:01:43,http://hdl.handle.net/10125/27559,sound
+,123456789/3,JV1-074,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,text 2; North Wind and Sun. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-06,2013-02-06,2013-02-06,primary_text,48 kHz/24 bit,0:01:40,http://hdl.handle.net/10125/27560,sound
+,123456789/3,JV1-075,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,text 3; North Wind and Sun.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-06,2013-02-06,2013-02-06,primary_text,48 kHz/24 bit,0:01:09,http://hdl.handle.net/10125/27561,sound
+,123456789/3,JV1-076,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,sentence list 9; grammatical elicitation targeting verbal morphology. ,"Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-02-07,2013-02-07,2013-02-07,lexicon,48 kHz/24 bit,1:27:49,http://hdl.handle.net/10125/27562,sound
+,123456789/3,JV1-077,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,video elicitation 1; wordlist (mostly targeting labials). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-08,2013-02-08,2013-02-08,lexicon,digital video file,0:53:47,http://hdl.handle.net/10125/27563,image
+,123456789/3,JV1-078,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,video elicitation 2; wordlist (targeting labials FROM SIDE). ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-08,2013-02-08,2013-02-08,lexicon,digital video file,0:03:17,http://hdl.handle.net/10125/27564,image
+,123456789/3,JV1-079,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"sentence list 10; sentence list (targeting tense/aspect, person hierarchy/inverse, etc.). ","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,48 kHz/24 bit,1:18:37,http://hdl.handle.net/10125/27565,sound
+,123456789/3,JV1-080,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'die'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:42,http://hdl.handle.net/10125/27566,image
+,123456789/3,JV1-081,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'need'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:17,http://hdl.handle.net/10125/27567,image
+,123456789/3,JV1-082,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'cut'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:29,http://hdl.handle.net/10125/27568,image
+,123456789/3,JV1-083,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'PL'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:25,http://hdl.handle.net/10125/27569,image
+,123456789/3,JV1-084,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'kitchen'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:13,http://hdl.handle.net/10125/27570,image
+,123456789/3,JV1-085,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'moon'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:17,http://hdl.handle.net/10125/27571,image
+,123456789/3,JV1-086,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'skin'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:17,http://hdl.handle.net/10125/27572,image
+,123456789/3,JV1-087,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; linguogram 'wing'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:27,http://hdl.handle.net/10125/27573,image
+,123456789/3,JV1-088,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; palatogram 'bundle'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:01:41,http://hdl.handle.net/10125/27574,image
+,123456789/3,JV1-089,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; palatogram 'lie down'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:23,http://hdl.handle.net/10125/27575,image
+,123456789/3,JV1-090,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; palatogram 'moon'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:18,http://hdl.handle.net/10125/27576,image
+,123456789/3,JV1-091,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; palatogram 'skin'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:30,http://hdl.handle.net/10125/27577,image
+,123456789/3,JV1-092,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; palatogram 'kitchen'.,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:15,http://hdl.handle.net/10125/27578,image
+,123456789/3,JV1-093,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,palatography 3; palatogram 'wing'. ,"Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-11,2013-02-11,2013-02-11,lexicon,digital video file,0:00:17,http://hdl.handle.net/10125/27579,image
+,123456789/3,JV1-094,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"sentence list 11; grammatical elicitation targeting inverse, tense-aspect marking. ","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-02-14,2013-02-14,2013-02-14,lexicon,48 kHz/24 bit,1:14:20,http://hdl.handle.net/10125/27580,sound
+,123456789/3,JV1-095,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"wordlist 25; wordlist targeting pre-initial ""r"" (recording also contains about 40 minutes of unintended recording). ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-16,2013-02-16,2013-02-16,lexicon,48 kHz/24 bit,0:49:39,http://hdl.handle.net/10125/27581,sound
+,123456789/3,JV1-096,Horpa||English,ero||eng,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"wordlist 26; wordlist targeting pre-initial ""x"". ","Van Way, John",,"Van Way, John","Bzangpo, Bkrashis",,2013-02-16,2013-02-16,2013-02-16,lexicon,48 kHz/24 bit,0:06:16,http://hdl.handle.net/10125/27582,sound
+,123456789/3,JV1-097,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"sentence list 12; sentences targeting inverse, tense-aspect marking. ","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-02-18,2013-02-18,2013-02-18,lexicon,48 kHz/24 bit,1:36:19,http://hdl.handle.net/10125/27583,sound
+,123456789/3,JV1-098,"Horpa||English||Chinese, Mandarin",ero||eng||cmn,Nyagrong Minyag,ero,Horpa,"Bangsmad, China; recording made in USA.",CN,east=30.939924; north=100.315246,"sentence list 13; sentences targeting inverse, tense-aspect marking. ","Van Way, John",,"Van Way, John||Kuo, Jonathan||Chen, Victoria","Bzangpo, Bkrashis",,2013-02-21,2013-02-21,2013-02-21,lexicon,48 kHz/24 bit,1:36:05,http://hdl.handle.net/10125/27584,sound
